Year,Field,Rank,University,Count
1999,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professors,UZH,0
1999,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Other Lecturers,UZH,1
1999,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,15
1999,5.1 Humanmedizin,Professors,UZH,99
1999,5.1 Humanmedizin,Other Lecturers,UZH,534
1999,5.1 Humanmedizin,Assistants & Research Staff,UZH,856
1999,5.2 Zahnmedizin,Professors,UZH,6
1999,5.2 Zahnmedizin,Other Lecturers,UZH,34
1999,5.2 Zahnmedizin,Assistants & Research Staff,UZH,97
1999,5.3 Veterinärmedizin,Professors,UZH,18
1999,5.3 Veterinärmedizin,Other Lecturers,UZH,45
1999,5.3 Veterinärmedizin,Assistants & Research Staff,UZH,180
1999,5.4 Pharmazie,Professors,UZH,0
1999,5.4 Pharmazie,Other Lecturers,UZH,1
1999,5.4 Pharmazie,Assistants & Research Staff,UZH,0
1999,5.5 Medizin und Pharmazie übergreifend/übrige,Professors,UZH,0
1999,5.5 Medizin und Pharmazie übergreifend/übrige,Other Lecturers,UZH,1
1999,5.5 Medizin und Pharmazie übergreifend/übrige,Assistants & Research Staff,UZH,27
1999,6.1 Bauwesen und Geodäsie,Professors,UZH,0
1999,6.1 Bauwesen und Geodäsie,Other Lecturers,UZH,0
1999,6.1 Bauwesen und Geodäsie,Assistants & Research Staff,UZH,0
1999,6.2 Maschinen- und Elektroingenieurwissenschaften,Professors,UZH,0
1999,6.2 Maschinen- und Elektroingenieurwissenschaften,Other Lecturers,UZH,0
1999,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistants & Research Staff,UZH,0
1999,6.3 Agrar- und Forstwissenschaften,Professors,UZH,0
1999,6.3 Agrar- und Forstwissenschaften,Other Lecturers,UZH,0
1999,6.3 Agrar- und Forstwissenschaften,Assistants & Research Staff,UZH,0
1999,6.4 Technische Wissenschaften übergreifend/übrige,Professors,UZH,0
1999,6.4 Technische Wissenschaften übergreifend/übrige,Other Lecturers,UZH,0
1999,6.4 Technische Wissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,0
1999,7 Interdisziplinäre und Andere,Professors,UZH,1
1999,7 Interdisziplinäre und Andere,Other Lecturers,UZH,22
1999,7 Interdisziplinäre und Andere,Assistants & Research Staff,UZH,0
1999,8.5 Zentrale Verwaltung (bis 2001),Professors,UZH,0
1999,8.5 Zentrale Verwaltung (bis 2001),Other Lecturers,UZH,0
1999,8.5 Zentrale Verwaltung (bis 2001),Assistants & Research Staff,UZH,0
1999,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professors,UZH,0
1999,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Other Lecturers,UZH,0
1999,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistants & Research Staff,UZH,0
1999,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professors,UZH,0
1999,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Other Lecturers,UZH,0
1999,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistants & Research Staff,UZH,0
1999,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professors,UZH,0
1999,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Other Lecturers,UZH,0
1999,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistants & Research Staff,UZH,0
1999,99.99 Fach nicht zuteilbar,Professors,UZH,0
1999,99.99 Fach nicht zuteilbar,Other Lecturers,UZH,0
1999,99.99 Fach nicht zuteilbar,Assistants & Research Staff,UZH,25
1999,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professors,UZH,0
1999,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Other Lecturers,UZH,0
1999,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistants & Research Staff,UZH,0
1999,8.1 Zentrale Verwaltung,Professors,UZH,0
1999,8.1 Zentrale Verwaltung,Other Lecturers,UZH,0
1999,8.1 Zentrale Verwaltung,Assistants & Research Staff,UZH,0
1999,8.2 Zentrale Bibliotheken,Professors,UZH,0
1999,8.2 Zentrale Bibliotheken,Other Lecturers,UZH,0
1999,8.2 Zentrale Bibliotheken,Assistants & Research Staff,UZH,0
1999,8.3 Technische Dienste und Logistik,Professors,UZH,0
1999,8.3 Technische Dienste und Logistik,Other Lecturers,UZH,0
1999,8.3 Technische Dienste und Logistik,Assistants & Research Staff,UZH,0
1999,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professors,UZH,0
1999,8.4 Dienstleistungen für Mitarbeitende und Studierende,Other Lecturers,UZH,0
1999,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistants & Research Staff,UZH,0
2000,1.1 Theologie,Professors,UZH,13
2000,1.1 Theologie,Other Lecturers,UZH,22
2000,1.1 Theologie,Assistants & Research Staff,UZH,48
2000,1.2 Sprach- und Literaturwissenschaften,Professors,UZH,46
2000,1.2 Sprach- und Literaturwissenschaften,Other Lecturers,UZH,137
2000,1.2 Sprach- und Literaturwissenschaften,Assistants & Research Staff,UZH,308
2000,1.3 Historische und Kulturwissenschaften,Professors,UZH,32
2000,1.3 Historische und Kulturwissenschaften,Other Lecturers,UZH,85
2000,1.3 Historische und Kulturwissenschaften,Assistants & Research Staff,UZH,291
2000,1.4 Sozialwissenschaften,Professors,UZH,31
2000,1.4 Sozialwissenschaften,Other Lecturers,UZH,218
2000,1.4 Sozialwissenschaften,Assistants & Research Staff,UZH,623
2000,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professors,UZH,0
2000,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Other Lecturers,UZH,1
2000,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,4
2000,2 Wirtschaftswissenschaften,Professors,UZH,35
2000,2 Wirtschaftswissenschaften,Other Lecturers,UZH,116
2000,2 Wirtschaftswissenschaften,Assistants & Research Staff,UZH,275
2000,3 Recht,Professors,UZH,31
2000,3 Recht,Other Lecturers,UZH,84
2000,3 Recht,Assistants & Research Staff,UZH,152
2000,4.1 Exakte Wissenschaften,Professors,UZH,23
2000,4.1 Exakte Wissenschaften,Other Lecturers,UZH,36
2000,4.1 Exakte Wissenschaften,Assistants & Research Staff,UZH,143
2000,4.2 Naturwissenschaften,Professors,UZH,40
2000,4.2 Naturwissenschaften,Other Lecturers,UZH,165
2000,4.2 Naturwissenschaften,Assistants & Research Staff,UZH,426
2000,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professors,UZH,0
2000,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Other Lecturers,UZH,0
2000,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,22
2000,5.1 Humanmedizin,Professors,UZH,103
2000,5.1 Humanmedizin,Other Lecturers,UZH,573
2000,5.1 Humanmedizin,Assistants & Research Staff,UZH,927
2000,5.2 Zahnmedizin,Professors,UZH,6
2000,5.2 Zahnmedizin,Other Lecturers,UZH,33
2000,5.2 Zahnmedizin,Assistants & Research Staff,UZH,111
2000,5.3 Veterinärmedizin,Professors,UZH,17
2000,5.3 Veterinärmedizin,Other Lecturers,UZH,52
2000,5.3 Veterinärmedizin,Assistants & Research Staff,UZH,202
2000,5.4 Pharmazie,Professors,UZH,0
2000,5.4 Pharmazie,Other Lecturers,UZH,1
2000,5.4 Pharmazie,Assistants & Research Staff,UZH,0
2000,5.5 Medizin und Pharmazie übergreifend/übrige,Professors,UZH,0
2000,5.5 Medizin und Pharmazie übergreifend/übrige,Other Lecturers,UZH,1
2000,5.5 Medizin und Pharmazie übergreifend/übrige,Assistants & Research Staff,UZH,52
2000,6.1 Bauwesen und Geodäsie,Professors,UZH,0
2000,6.1 Bauwesen und Geodäsie,Other Lecturers,UZH,0
2000,6.1 Bauwesen und Geodäsie,Assistants & Research Staff,UZH,0
2000,6.2 Maschinen- und Elektroingenieurwissenschaften,Professors,UZH,0
2000,6.2 Maschinen- und Elektroingenieurwissenschaften,Other Lecturers,UZH,0
2000,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistants & Research Staff,UZH,0
2000,6.3 Agrar- und Forstwissenschaften,Professors,UZH,0
2000,6.3 Agrar- und Forstwissenschaften,Other Lecturers,UZH,0
2000,6.3 Agrar- und Forstwissenschaften,Assistants & Research Staff,UZH,0
2000,6.4 Technische Wissenschaften übergreifend/übrige,Professors,UZH,0
2000,6.4 Technische Wissenschaften übergreifend/übrige,Other Lecturers,UZH,0
2000,6.4 Technische Wissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,0
2000,7 Interdisziplinäre und Andere,Professors,UZH,1
2000,7 Interdisziplinäre und Andere,Other Lecturers,UZH,17
2000,7 Interdisziplinäre und Andere,Assistants & Research Staff,UZH,0
2000,8.5 Zentrale Verwaltung (bis 2001),Professors,UZH,0
2000,8.5 Zentrale Verwaltung (bis 2001),Other Lecturers,UZH,0
2000,8.5 Zentrale Verwaltung (bis 2001),Assistants & Research Staff,UZH,0
2000,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professors,UZH,0
2000,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Other Lecturers,UZH,0
2000,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistants & Research Staff,UZH,0
2000,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professors,UZH,0
2000,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Other Lecturers,UZH,0
2000,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistants & Research Staff,UZH,0
2000,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professors,UZH,0
2000,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Other Lecturers,UZH,0
2000,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistants & Research Staff,UZH,0
2000,99.99 Fach nicht zuteilbar,Professors,UZH,0
2000,99.99 Fach nicht zuteilbar,Other Lecturers,UZH,0
2000,99.99 Fach nicht zuteilbar,Assistants & Research Staff,UZH,27
2000,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professors,UZH,0
2000,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Other Lecturers,UZH,0
2000,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistants & Research Staff,UZH,0
2000,8.1 Zentrale Verwaltung,Professors,UZH,0
2000,8.1 Zentrale Verwaltung,Other Lecturers,UZH,0
2000,8.1 Zentrale Verwaltung,Assistants & Research Staff,UZH,0
2000,8.2 Zentrale Bibliotheken,Professors,UZH,0
2000,8.2 Zentrale Bibliotheken,Other Lecturers,UZH,0
2000,8.2 Zentrale Bibliotheken,Assistants & Research Staff,UZH,0
2000,8.3 Technische Dienste und Logistik,Professors,UZH,0
2000,8.3 Technische Dienste und Logistik,Other Lecturers,UZH,0
2000,8.3 Technische Dienste und Logistik,Assistants & Research Staff,UZH,0
2000,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professors,UZH,0
2000,8.4 Dienstleistungen für Mitarbeitende und Studierende,Other Lecturers,UZH,0
2000,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistants & Research Staff,UZH,0
2001,1.1 Theologie,Professors,UZH,12
2001,1.1 Theologie,Other Lecturers,UZH,18
2001,1.1 Theologie,Assistants & Research Staff,UZH,36
2001,1.2 Sprach- und Literaturwissenschaften,Professors,UZH,45
2001,1.2 Sprach- und Literaturwissenschaften,Other Lecturers,UZH,93
2001,1.2 Sprach- und Literaturwissenschaften,Assistants & Research Staff,UZH,177
2001,1.3 Historische und Kulturwissenschaften,Professors,UZH,31
2001,1.3 Historische und Kulturwissenschaften,Other Lecturers,UZH,63
2001,1.3 Historische und Kulturwissenschaften,Assistants & Research Staff,UZH,132
2001,1.4 Sozialwissenschaften,Professors,UZH,25
2001,1.4 Sozialwissenschaften,Other Lecturers,UZH,123
2001,1.4 Sozialwissenschaften,Assistants & Research Staff,UZH,249
2001,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professors,UZH,4
2001,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Other Lecturers,UZH,45
2001,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,8
2001,2 Wirtschaftswissenschaften,Professors,UZH,31
2001,2 Wirtschaftswissenschaften,Other Lecturers,UZH,81
2001,2 Wirtschaftswissenschaften,Assistants & Research Staff,UZH,212
2001,3 Recht,Professors,UZH,32
2001,3 Recht,Other Lecturers,UZH,74
2001,3 Recht,Assistants & Research Staff,UZH,147
2001,4.1 Exakte Wissenschaften,Professors,UZH,19
2001,4.1 Exakte Wissenschaften,Other Lecturers,UZH,22
2001,4.1 Exakte Wissenschaften,Assistants & Research Staff,UZH,98
2001,4.2 Naturwissenschaften,Professors,UZH,36
2001,4.2 Naturwissenschaften,Other Lecturers,UZH,103
2001,4.2 Naturwissenschaften,Assistants & Research Staff,UZH,457
2001,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professors,UZH,3
2001,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Other Lecturers,UZH,8
2001,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,16
2001,5.1 Humanmedizin,Professors,UZH,92
2001,5.1 Humanmedizin,Other Lecturers,UZH,494
2001,5.1 Humanmedizin,Assistants & Research Staff,UZH,1013
2001,5.2 Zahnmedizin,Professors,UZH,6
2001,5.2 Zahnmedizin,Other Lecturers,UZH,27
2001,5.2 Zahnmedizin,Assistants & Research Staff,UZH,106
2001,5.3 Veterinärmedizin,Professors,UZH,15
2001,5.3 Veterinärmedizin,Other Lecturers,UZH,36
2001,5.3 Veterinärmedizin,Assistants & Research Staff,UZH,232
2001,5.4 Pharmazie,Professors,UZH,0
2001,5.4 Pharmazie,Other Lecturers,UZH,0
2001,5.4 Pharmazie,Assistants & Research Staff,UZH,0
2001,5.5 Medizin und Pharmazie übergreifend/übrige,Professors,UZH,0
2001,5.5 Medizin und Pharmazie übergreifend/übrige,Other Lecturers,UZH,0
2001,5.5 Medizin und Pharmazie übergreifend/übrige,Assistants & Research Staff,UZH,0
2001,6.1 Bauwesen und Geodäsie,Professors,UZH,0
2001,6.1 Bauwesen und Geodäsie,Other Lecturers,UZH,0
2001,6.1 Bauwesen und Geodäsie,Assistants & Research Staff,UZH,0
2001,6.2 Maschinen- und Elektroingenieurwissenschaften,Professors,UZH,0
2001,6.2 Maschinen- und Elektroingenieurwissenschaften,Other Lecturers,UZH,0
2001,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistants & Research Staff,UZH,0
2001,6.3 Agrar- und Forstwissenschaften,Professors,UZH,0
2001,6.3 Agrar- und Forstwissenschaften,Other Lecturers,UZH,0
2001,6.3 Agrar- und Forstwissenschaften,Assistants & Research Staff,UZH,0
2001,6.4 Technische Wissenschaften übergreifend/übrige,Professors,UZH,0
2001,6.4 Technische Wissenschaften übergreifend/übrige,Other Lecturers,UZH,0
2001,6.4 Technische Wissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,0
2001,7 Interdisziplinäre und Andere,Professors,UZH,1
2001,7 Interdisziplinäre und Andere,Other Lecturers,UZH,9
2001,7 Interdisziplinäre und Andere,Assistants & Research Staff,UZH,55
2001,8.5 Zentrale Verwaltung (bis 2001),Professors,UZH,2
2001,8.5 Zentrale Verwaltung (bis 2001),Other Lecturers,UZH,1
2001,8.5 Zentrale Verwaltung (bis 2001),Assistants & Research Staff,UZH,35
2001,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professors,UZH,0
2001,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Other Lecturers,UZH,0
2001,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistants & Research Staff,UZH,7
2001,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professors,UZH,0
2001,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Other Lecturers,UZH,0
2001,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistants & Research Staff,UZH,2
2001,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professors,UZH,0
2001,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Other Lecturers,UZH,0
2001,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistants & Research Staff,UZH,0
2001,99.99 Fach nicht zuteilbar,Professors,UZH,0
2001,99.99 Fach nicht zuteilbar,Other Lecturers,UZH,0
2001,99.99 Fach nicht zuteilbar,Assistants & Research Staff,UZH,5
2001,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professors,UZH,0
2001,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Other Lecturers,UZH,0
2001,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistants & Research Staff,UZH,0
2001,8.1 Zentrale Verwaltung,Professors,UZH,0
2001,8.1 Zentrale Verwaltung,Other Lecturers,UZH,0
2001,8.1 Zentrale Verwaltung,Assistants & Research Staff,UZH,0
2001,8.2 Zentrale Bibliotheken,Professors,UZH,0
2001,8.2 Zentrale Bibliotheken,Other Lecturers,UZH,0
2001,8.2 Zentrale Bibliotheken,Assistants & Research Staff,UZH,0
2001,8.3 Technische Dienste und Logistik,Professors,UZH,0
2001,8.3 Technische Dienste und Logistik,Other Lecturers,UZH,0
2001,8.3 Technische Dienste und Logistik,Assistants & Research Staff,UZH,0
2001,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professors,UZH,0
2001,8.4 Dienstleistungen für Mitarbeitende und Studierende,Other Lecturers,UZH,0
2001,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistants & Research Staff,UZH,0
2002,1.1 Theologie,Professors,UZH,11
2002,1.1 Theologie,Other Lecturers,UZH,14
2002,1.1 Theologie,Assistants & Research Staff,UZH,42
2002,1.2 Sprach- und Literaturwissenschaften,Professors,UZH,45
2002,1.2 Sprach- und Literaturwissenschaften,Other Lecturers,UZH,126
2002,1.2 Sprach- und Literaturwissenschaften,Assistants & Research Staff,UZH,178
2002,1.3 Historische und Kulturwissenschaften,Professors,UZH,32
2002,1.3 Historische und Kulturwissenschaften,Other Lecturers,UZH,70
2002,1.3 Historische und Kulturwissenschaften,Assistants & Research Staff,UZH,151
2002,1.4 Sozialwissenschaften,Professors,UZH,32
2002,1.4 Sozialwissenschaften,Other Lecturers,UZH,120
2002,1.4 Sozialwissenschaften,Assistants & Research Staff,UZH,296
2002,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professors,UZH,1
2002,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Other Lecturers,UZH,7
2002,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,5
2002,2 Wirtschaftswissenschaften,Professors,UZH,35
2002,2 Wirtschaftswissenschaften,Other Lecturers,UZH,82
2002,2 Wirtschaftswissenschaften,Assistants & Research Staff,UZH,248
2002,3 Recht,Professors,UZH,33
2002,3 Recht,Other Lecturers,UZH,81
2002,3 Recht,Assistants & Research Staff,UZH,164
2002,4.1 Exakte Wissenschaften,Professors,UZH,20
2002,4.1 Exakte Wissenschaften,Other Lecturers,UZH,21
2002,4.1 Exakte Wissenschaften,Assistants & Research Staff,UZH,107
2002,4.2 Naturwissenschaften,Professors,UZH,44
2002,4.2 Naturwissenschaften,Other Lecturers,UZH,96
2002,4.2 Naturwissenschaften,Assistants & Research Staff,UZH,590
2002,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professors,UZH,3
2002,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Other Lecturers,UZH,4
2002,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,6
2002,5.1 Humanmedizin,Professors,UZH,88
2002,5.1 Humanmedizin,Other Lecturers,UZH,543
2002,5.1 Humanmedizin,Assistants & Research Staff,UZH,807
2002,5.2 Zahnmedizin,Professors,UZH,5
2002,5.2 Zahnmedizin,Other Lecturers,UZH,30
2002,5.2 Zahnmedizin,Assistants & Research Staff,UZH,100
2002,5.3 Veterinärmedizin,Professors,UZH,16
2002,5.3 Veterinärmedizin,Other Lecturers,UZH,37
2002,5.3 Veterinärmedizin,Assistants & Research Staff,UZH,261
2002,5.4 Pharmazie,Professors,UZH,0
2002,5.4 Pharmazie,Other Lecturers,UZH,0
2002,5.4 Pharmazie,Assistants & Research Staff,UZH,0
2002,5.5 Medizin und Pharmazie übergreifend/übrige,Professors,UZH,0
2002,5.5 Medizin und Pharmazie übergreifend/übrige,Other Lecturers,UZH,0
2002,5.5 Medizin und Pharmazie übergreifend/übrige,Assistants & Research Staff,UZH,0
2002,6.1 Bauwesen und Geodäsie,Professors,UZH,0
2002,6.1 Bauwesen und Geodäsie,Other Lecturers,UZH,0
2002,6.1 Bauwesen und Geodäsie,Assistants & Research Staff,UZH,0
2002,6.2 Maschinen- und Elektroingenieurwissenschaften,Professors,UZH,0
2002,6.2 Maschinen- und Elektroingenieurwissenschaften,Other Lecturers,UZH,0
2002,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistants & Research Staff,UZH,0
2002,6.3 Agrar- und Forstwissenschaften,Professors,UZH,0
2002,6.3 Agrar- und Forstwissenschaften,Other Lecturers,UZH,0
2002,6.3 Agrar- und Forstwissenschaften,Assistants & Research Staff,UZH,0
2002,6.4 Technische Wissenschaften übergreifend/übrige,Professors,UZH,0
2002,6.4 Technische Wissenschaften übergreifend/übrige,Other Lecturers,UZH,0
2002,6.4 Technische Wissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,0
2002,7 Interdisziplinäre und Andere,Professors,UZH,2
2002,7 Interdisziplinäre und Andere,Other Lecturers,UZH,8
2002,7 Interdisziplinäre und Andere,Assistants & Research Staff,UZH,64
2002,8.5 Zentrale Verwaltung (bis 2001),Professors,UZH,0
2002,8.5 Zentrale Verwaltung (bis 2001),Other Lecturers,UZH,0
2002,8.5 Zentrale Verwaltung (bis 2001),Assistants & Research Staff,UZH,0
2002,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professors,UZH,0
2002,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Other Lecturers,UZH,0
2002,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistants & Research Staff,UZH,0
2002,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professors,UZH,0
2002,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Other Lecturers,UZH,0
2002,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistants & Research Staff,UZH,0
2002,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professors,UZH,0
2002,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Other Lecturers,UZH,0
2002,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistants & Research Staff,UZH,0
2002,99.99 Fach nicht zuteilbar,Professors,UZH,0
2002,99.99 Fach nicht zuteilbar,Other Lecturers,UZH,0
2002,99.99 Fach nicht zuteilbar,Assistants & Research Staff,UZH,5
2002,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professors,UZH,0
2002,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Other Lecturers,UZH,0
2002,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistants & Research Staff,UZH,0
2002,8.1 Zentrale Verwaltung,Professors,UZH,2
2002,8.1 Zentrale Verwaltung,Other Lecturers,UZH,5
2002,8.1 Zentrale Verwaltung,Assistants & Research Staff,UZH,52
2002,8.2 Zentrale Bibliotheken,Professors,UZH,0
2002,8.2 Zentrale Bibliotheken,Other Lecturers,UZH,0
2002,8.2 Zentrale Bibliotheken,Assistants & Research Staff,UZH,0
2002,8.3 Technische Dienste und Logistik,Professors,UZH,0
2002,8.3 Technische Dienste und Logistik,Other Lecturers,UZH,0
2002,8.3 Technische Dienste und Logistik,Assistants & Research Staff,UZH,1
2002,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professors,UZH,0
2002,8.4 Dienstleistungen für Mitarbeitende und Studierende,Other Lecturers,UZH,0
2002,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistants & Research Staff,UZH,3
2003,1.1 Theologie,Professors,UZH,12
2003,1.1 Theologie,Other Lecturers,UZH,11
2003,1.1 Theologie,Assistants & Research Staff,UZH,39
2003,1.2 Sprach- und Literaturwissenschaften,Professors,UZH,48
2003,1.2 Sprach- und Literaturwissenschaften,Other Lecturers,UZH,120
2003,1.2 Sprach- und Literaturwissenschaften,Assistants & Research Staff,UZH,183
2003,1.3 Historische und Kulturwissenschaften,Professors,UZH,37
2003,1.3 Historische und Kulturwissenschaften,Other Lecturers,UZH,67
2003,1.3 Historische und Kulturwissenschaften,Assistants & Research Staff,UZH,168
2003,1.4 Sozialwissenschaften,Professors,UZH,37
2003,1.4 Sozialwissenschaften,Other Lecturers,UZH,134
2003,1.4 Sozialwissenschaften,Assistants & Research Staff,UZH,272
2003,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professors,UZH,0
2003,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Other Lecturers,UZH,5
2003,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,11
2003,2 Wirtschaftswissenschaften,Professors,UZH,36
2003,2 Wirtschaftswissenschaften,Other Lecturers,UZH,75
2003,2 Wirtschaftswissenschaften,Assistants & Research Staff,UZH,241
2003,3 Recht,Professors,UZH,34
2003,3 Recht,Other Lecturers,UZH,85
2003,3 Recht,Assistants & Research Staff,UZH,188
2003,4.1 Exakte Wissenschaften,Professors,UZH,23
2003,4.1 Exakte Wissenschaften,Other Lecturers,UZH,28
2003,4.1 Exakte Wissenschaften,Assistants & Research Staff,UZH,143
2003,4.2 Naturwissenschaften,Professors,UZH,52
2003,4.2 Naturwissenschaften,Other Lecturers,UZH,103
2003,4.2 Naturwissenschaften,Assistants & Research Staff,UZH,610
2003,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professors,UZH,0
2003,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Other Lecturers,UZH,4
2003,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistants & Research Staff,UZH,5
2003,5.1 Humanmedizin,Professors,UZH,91
2003,5.1 Humanmedizin,Other Lecturers,UZH,601
2003,5.1 Humanmedizin,Assistants & Research Staff,UZH,787
2003,5.2 Zahnmedizin,Professors,UZH,4
2003,5.2 Zahnmedizin,Other Lecturers,UZH,28
2003,5.2 Zahnmedizin,Assistants & Research Staff,UZH,105
2003,5.3 Veterinärmedizin,Professors,UZH,18
2003,5.3 Veterinärmedizin,Other Lecturers,UZH,42
2003,5.3 Veterinärmedizin,Assistants & Research Staff,UZH,283
2003,5.4 Pharmazie,Professors,UZH,0
2003,5.4 Pharmazie,Other Lecturers,UZH,0
2003,5.4 Pharmazie,Assistants & Research Staff,UZH,0
2003,5.5 Medizin und Pharmazie übergreifend/übrige,Professors,UZH,0
2003,5.5 Medizin und Pharmazie übergreifend/übrige,Other Lecturers,UZH,0
2003,5.5 Medizin und Pharmazie übergreifend/übrige,Assistants & Research Staff,UZH,0
2003,6.1 Bauwesen und Geodäsie,Professors,UZH,0
2003,6.1 Bauwesen und Geodäsie,Other Lecturers,UZH,0
2003,6.1 Bauwesen und Geodäsie,Assistants & Research Staff,UZH,0
2003,6.2 Maschinen- und Elektroingenieurwissenschaften,Professors,UZH,0
2003,6.2 Maschinen- und Elektroingenieurwissenschaften,Other Lecturers,UZH,0
2003,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistants & Research Staff,UZH,0
2003,6.3 Agrar- und Forstwissenschaften,Professors,UZH,0
2003,6.3 Agrar- und Forstwissenschaften,Other Lecturers,UZH,0
